#name ra dec peak peak_sigma pol_flux_density pol_flux_density_sigma pol_angle pol_angle_sigma
AT20GJ212302-291504 320.762 -29.251 45 3 <7 - <16.2 -
AT20GJ212326-144254 320.862 -14.715 98 5 <6 - <6.1 -
AT20GJ212339-011235 320.913 -1.210 65 3 <6 - <9.3 -
AT20GJ212341-340827 320.921 -34.141 55 3 <6 - <11.4 -
AT20GJ212347-471321 320.948 -47.223 68 4 <6 - <9.2 -
AT20GJ212348-304606 320.953 -30.768 179 9 <14 - <7.7 -
AT20GJ212400-524724 321.004 -52.790 104 6 <9 - <8.9 -
AT20GJ212402-723354 321.011 -72.565 42 2 <6 - <14.2 -
AT20GJ212402-602808 321.012 -60.469 135 7 <6 - <4.4 -
AT20GJ212429-494806 321.121 -49.802 171 9 <8 - <4.6 -
AT20GJ212444-194143 321.186 -19.695 116 6 <9 - <7.8 -
AT20GJ212455-143812 321.230 -14.637 154 8 6 1 4.1 -23
AT20GJ212455-814712 321.231 -81.787 176 9 <6 - <3.4 -
AT20GJ212505-695756 321.274 -69.966 72 4 <6 - <8.3 -
AT20GJ212538-374837 321.409 -37.811 63 4 <8 - <12.4 -
AT20GJ212552-233811 321.467 -23.637 214 11 <8 - <3.9 -
AT20GJ212615-552112 321.563 -55.353 121 6 <9 - <7.7 -
AT20GJ212630-460548 321.628 -46.097 549 27 <7 - <1.2 -
AT20GJ212632-011932 321.636 -1.326 255 12 <6 - <2.4 -
AT20GJ212642-381832 321.678 -38.309 71 3 <7 - <10.2 -
AT20GJ212642-590207 321.679 -59.035 53 3 <6 - <11.3 -
AT20GJ212644-241823 321.687 -24.306 55 4 <7 - <12.5 -
AT20GJ212646-232203 321.695 -23.368 71 5 <6 - <8.5 -
AT20GJ212725-115105 321.857 -11.852 49 2 <6 - <12.6 -
AT20GJ212745-574528 321.938 -57.758 51 3 <6 - <11.7 -
AT20GJ212757-594204 321.991 -59.701 96 4 <7 - <7.8 -
AT20GJ212758-385856 321.996 -38.982 116 6 <7 - <6.2 -
AT20GJ212759-213354 321.999 -21.565 146 8 <9 - <6.2 -
AT20GJ212809-112506 322.038 -11.418 76 4 <6 - <7.9 -
AT20GJ212820-062111 322.084 -6.353 85 4 <6 - <7.1 -
AT20GJ212822-150453 322.092 -15.082 61 4 <6 - <9.8 -
AT20GJ212836-372721 322.151 -37.456 69 4 <6 - <8.6 -
AT20GJ212849-383927 322.207 -38.658 72 4 <7 - <9.5 -
AT20GJ212912-153841 322.301 -15.645 1073 54 <20 - <1.9 -
AT20GJ212921-182122 322.339 -18.356 379 19 <18 - <4.7 -
AT20GJ213018-092736 322.579 -9.460 882 44 <9 - <1.0 -
AT20GJ213052-451543 322.718 -45.262 148 8 <8 - <5.7 -
AT20GJ213101-203656 322.756 -20.616 109 6 <10 - <8.8 -
AT20GJ213133-383703 322.888 -38.618 46 2 <7 - <14.5 -
AT20GJ213135-120705 322.896 -12.118 2128 105 52 1 2.4 -31
AT20GJ213135-270159 322.898 -27.033 85 6 <9 - <10.3 -
AT20GJ213208-542037 323.034 -54.344 145 7 <8 - <5.6 -
AT20GJ213209-750714 323.041 -75.121 43 2 <6 - <14.0 -
AT20GJ213227-453740 323.116 -45.628 73 4 <6 - <8.2 -
AT20GJ213238-864550 323.162 -86.764 76 4 <6 - <7.9 -
AT20GJ213314-111517 323.312 -11.255 52 3 <6 - <11.6 -
AT20GJ213320-181051 323.335 -18.181 70 5 <6 - <8.6 -
AT20GJ213410-015316 323.543 -1.888 2107 104 155 1 7.4 -85
AT20GJ213411-041909 323.550 -4.319 82 3 <6 - <7.4 -
AT20GJ213413-651336 323.555 -65.227 183 9 11 1 5.7 76
AT20GJ213450-335114 323.712 -33.854 177 8 <11 - <6.3 -
AT20GJ213511-331242 323.799 -33.212 62 3 <6 - <9.7 -
AT20GJ213517-173425 323.822 -17.574 70 5 7 2 10.1 -31
AT20GJ213520-500651 323.834 -50.114 172 9 <6 - <3.5 -
AT20GJ213524-023551 323.851 -2.598 112 6 <6 - <5.4 -
AT20GJ213549-684833 323.958 -68.809 173 9 7 2 3.8 49
AT20GJ213551-080309 323.966 -8.053 74 4 <6 - <8.1 -
AT20GJ213608-372311 324.036 -37.386 67 4 <6 - <9.4 -
AT20GJ213616-501806 324.067 -50.302 45 2 <6 - <13.3 -
AT20GJ213622-633551 324.092 -63.598 411 21 <6 - <1.5 -
AT20GJ213622-064351 324.093 -6.731 131 7 <6 - <4.6 -
AT20GJ213707-393232 324.279 -39.542 72 4 <7 - <10.0 -
AT20GJ213741-143241 324.422 -14.545 256 7 7 1 4.5 10
AT20GJ213750-204231 324.458 -20.709 408 26 17 2 4.2 34
AT20GJ213801-464640 324.504 -46.778 212 11 <6 - <2.8 -
AT20GJ213805-184332 324.522 -18.726 77 4 <6 - <9.5 -
AT20GJ213837-243954 324.655 -24.665 374 19 <10 - <2.6 -
AT20GJ213841-031211 324.671 -3.203 54 3 <7 - <13.4 -
AT20GJ213841-181044 324.675 -18.179 299 20 7 1 2.4 42
AT20GJ213900-473116 324.753 -47.521 82 4 <6 - <7.4 -
AT20GJ213913-245415 324.805 -24.904 155 8 <7 - <4.6 -
AT20GJ213914-221310 324.811 -22.220 52 4 <6 - <12.2 -
AT20GJ213924-423520 324.851 -42.589 102 5 <7 - <7.1 -
AT20GJ213939-183809 324.915 -18.636 83 5 13 2 15.2 -36
AT20GJ214046-192356 325.195 -19.399 108 7 <6 - <5.6 -
AT20GJ214048-545557 325.204 -54.933 47 3 <6 - <12.8 -
AT20GJ214056-280500 325.235 -28.083 65 4 <7 - <11.5 -
AT20GJ214117-555134 325.322 -55.859 90 5 <8 - <9.3 -
AT20GJ214121-550429 325.339 -55.075 110 5 <6 - <5.7 -
AT20GJ214138-841911 325.409 -84.320 49 2 <6 - <12.2 -
AT20GJ214146-641114 325.444 -64.187 230 12 13 1 5.6 14
AT20GJ214152-372913 325.468 -37.487 274 14 <8 - <3.1 -
AT20GJ214156-003600 325.484 -0.600 76 4 <7 - <9.9 -
AT20GJ214215-255126 325.566 -25.857 98 6 <7 - <7.7 -
AT20GJ214230-244439 325.629 -24.744 597 30 16 5 2.6 -52
AT20GJ214236-043743 325.654 -4.629 402 20 7 2 1.7 39
AT20GJ214241-230338 325.675 -23.061 123 7 <13 - <10.5 -
AT20GJ214333-431221 325.888 -43.206 106 5 <6 - <5.8 -
AT20GJ214404-413750 326.020 -41.631 94 5 <8 - <8.6 -
AT20GJ214447-694654 326.198 -69.782 119 6 <6 - <5.0 -
AT20GJ214451-331256 326.213 -33.216 349 17 12 4 3.5 -40
AT20GJ214501-335716 326.255 -33.955 175 9 <8 - <4.5 -
AT20GJ214547-314233 326.446 -31.709 165 9 <11 - <6.5 -
AT20GJ214605-293511 326.524 -29.587 185 9 <8 - <4.5 -
AT20GJ214623-152544 326.596 -15.429 451 30 11 1 2.5 -51
AT20GJ214629-775554 326.624 -77.932 1264 83 38 3 3.0 -51
AT20GJ214659-290211 326.749 -29.037 143 7 <7 - <5.2 -
AT20GJ214703-174011 326.764 -17.670 83 5 <9 - <10.5 -
AT20GJ214712-753613 326.803 -75.604 490 32 45 3 9.2 -87
AT20GJ214720-813157 326.837 -81.533 130 6 7 2 6.2 -86
AT20GJ214721-062025 326.841 -6.340 81 4 <6 - <7.4 -
AT20GJ214731-360152 326.880 -36.031 330 16 <12 - <3.5 -
AT20GJ214744-552623 326.937 -55.440 290 15 <7 - <2.4 -
AT20GJ214824-571351 327.100 -57.231 48 3 <10 - <20.6 -
AT20GJ214836-172344 327.153 -17.396 497 33 <6 - <1.2 -
AT20GJ214840-550428 327.169 -55.075 114 6 <7 - <5.8 -
AT20GJ214843-012237 327.181 -1.377 79 4 <6 - <7.6 -
AT20GJ214928-130425 327.370 -13.074 174 9 <6 - <3.6 -
AT20GJ214932-804600 327.384 -80.767 53 3 <7 - <14.2 -
AT20GJ214937-270159 327.407 -27.033 63 4 <9 - <14.4 -
AT20GJ214950-831525 327.459 -83.257 97 5 <6 - <6.2 -
AT20GJ215002-174536 327.512 -17.760 69 5 <6 - <8.6 -
AT20GJ215013-680250 327.555 -68.047 320 16 9 2 2.9 47
AT20GJ215031-223200 327.630 -22.534 128 7 <7 - <5.4 -
AT20GJ215053-281241 327.721 -28.212 336 21 11 2 3.3 57
AT20GJ215101-640907 327.754 -64.152 121 6 <6 - <5.0 -
AT20GJ215121-274223 327.841 -27.706 547 27 13 3 2.4 28
AT20GJ215129-552013 327.874 -55.337 88 2 <6 - <12.5 -
AT20GJ215151-194606 327.963 -19.768 177 9 <10 - <5.4 -
AT20GJ215155-531646 327.980 -53.280 70 4 <7 - <10.7 -
AT20GJ215155-302753 327.982 -30.465 1846 89 20 6 1.1 49
AT20GJ215203-780706 328.013 -78.118 314 16 <23 - <7.4 -
AT20GJ215203-282828 328.016 -28.475 368 18 25 2 6.9 -48
AT20GJ215350-113613 328.460 -11.604 216 11 <7 - <3.3 -
AT20GJ215407-515023 328.533 -51.840 224 10 14 3 6.5 89
AT20GJ215419-692340 328.581 -69.395 80 3 <6 - <7.5 -
AT20GJ215439-110939 328.666 -11.161 65 3 <6 - <9.2 -
AT20GJ215444-572544 328.686 -57.429 68 4 <7 - <9.6 -
AT20GJ215445-382632 328.688 -38.442 189 10 <11 - <6.0 -
AT20GJ215502-593019 328.762 -59.505 89 5 <8 - <9.1 -
AT20GJ215513-213702 328.807 -21.617 164 8 <6 - <3.8 -
AT20GJ215543-540020 328.930 -54.006 46 2 <6 - <13.0 -
AT20GJ215608-501753 329.035 -50.298 52 3 <6 - <11.7 -
AT20GJ215614-003704 329.062 -0.618 357 18 <6 - <1.7 -
AT20GJ215624-173401 329.102 -17.567 66 4 <6 - <9.2 -
AT20GJ215633-201231 329.141 -20.209 126 7 <6 - <5.0 -
AT20GJ215644-112751 329.184 -11.464 52 2 <6 - <13.4 -
AT20GJ215649-633105 329.205 -63.518 146 7 <6 - <4.1 -
AT20GJ215650-033328 329.209 -3.558 105 5 <6 - <5.7 -
AT20GJ215702-131903 329.262 -13.318 284 14 7 2 2.6 -21
AT20GJ215706-694123 329.275 -69.690 3400 210 - - - -
AT20GJ215717-422331 329.324 -42.392 64 4 <9 - <13.6 -
AT20GJ215729-180702 329.371 -18.117 168 9 <10 - <5.9 -
AT20GJ215737-321922 329.407 -32.323 123 6 <9 - <7.3 -
AT20GJ215747-694202 329.447 -69.701 196 6 <6 - <5.0 -
AT20GJ215759-303748 329.500 -30.630 73 4 <7 - <9.8 -
AT20GJ215806-150109 329.526 -15.019 1899 95 96 3 5.0 60
AT20GJ215828-161607 329.618 -16.269 83 6 <6 - <7.3 -
AT20GJ215839-375238 329.665 -37.877 93 5 <9 - <9.7 -
AT20GJ215840-471927 329.668 -47.324 229 11 <8 - <3.7 -
AT20GJ215852-301332 329.717 -30.226 350 16 <13 - <3.6 -
AT20GJ215916-804143 329.820 -80.696 70 4 <6 - <8.5 -
AT20GJ215924-241752 329.854 -24.298 45 3 <7 - <15.2 -
AT20GJ215934-010556 329.893 -1.099 108 6 <6 - <5.5 -
AT20GJ215950-402529 329.961 -40.425 51 3 <6 - <11.7 -
AT20GJ215950-251652 329.962 -25.281 469 24 <9 - <2.0 -
AT20GJ220005-545542 330.021 -54.929 167 8 <9 - <5.4 -
AT20GJ220007-194547 330.033 -19.763 62 4 <14 - <23.2 -
AT20GJ220014-541106 330.060 -54.185 58 3 <6 - <10.3 -
AT20GJ220016-130904 330.069 -13.151 67 4 <12 - <17.4 -
AT20GJ220016-371656 330.071 -37.282 210 11 <11 - <5.3 -
AT20GJ220043-110509 330.180 -11.086 91 5 <10 - <11.2 -
AT20GJ220054-552007 330.228 -55.336 509 25 <6 - <1.2 -
AT20GJ220055-163300 330.233 -16.550 140 9 <11 - <8.2 -
AT20GJ220113-374654 330.307 -37.782 174 5 <16 - <18.3 -
AT20GJ220121-375704 330.339 -37.951 44 2 - - - -
AT20GJ220145-645733 330.440 -64.959 53 2 <6 - <11.2 -
AT20GJ220156-332103 330.485 -33.351 71 2 - - - -
AT20GJ220211-492523 330.550 -49.423 104 6 <10 - <9.8 -
AT20GJ220219-833812 330.580 -83.637 392 19 <6 - <1.5 -
AT20GJ220237-084736 330.655 -8.794 79 4 <7 - <8.8 -
AT20GJ220253-563543 330.722 -56.595 69 4 <6 - <8.7 -
AT20GJ220256-233511 330.734 -23.586 611 40 15 4 2.4 -62
AT20GJ220256-140102 330.736 -14.017 125 6 <9 - <7.5 -
AT20GJ220301-493705 330.756 -49.618 116 6 <11 - <9.5 -
AT20GJ220328-064804 330.870 -6.801 82 4 <8 - <9.5 -
AT20GJ220359-613021 330.998 -61.506 387 19 10 2 2.6 -61
AT20GJ220413-465424 331.054 -46.907 99 5 <7 - <7.6 -
AT20GJ220439-281945 331.167 -28.329 51 3 <10 - <19.5 -
AT20GJ220504-551743 331.270 -55.295 92 5 <9 - <10.1 -
AT20GJ220521-282944 331.339 -28.496 95 6 <8 - <8.2 -
AT20GJ220538-053531 331.411 -5.592 67 4 <9 - <13.1 -
AT20GJ220545-865347 331.440 -86.897 160 8 <6 - <3.8 -
AT20GJ220610-183539 331.544 -18.594 2033 132 79 5 3.9 43
AT20GJ220641-211941 331.673 -21.328 135 9 <10 - <7.6 -
AT20GJ220643-003103 331.680 -0.518 477 24 31 3 6.5 -86
AT20GJ220715-632539 331.815 -63.428 76 4 <6 - <7.9 -
AT20GJ220730-213359 331.876 -21.567 87 6 <10 - <11.7 -
AT20GJ220732-203830 331.883 -20.642 101 6 <14 - <13.7 -
AT20GJ220743-534633 331.932 -53.776 1122 56 50 2 4.5 -12
AT20GJ220754-570736 331.976 -57.127 55 3 <6 - <10.9 -
AT20GJ220755-000215 331.980 -0.038 59 3 <7 - <11.7 -
AT20GJ220847-632547 332.196 -63.430 353 18 13 1 3.8 27
AT20GJ220858-680624 332.245 -68.107 114 6 <6 - <5.3 -
AT20GJ220916-471000 332.318 -47.167 123 6 <9 - <7.1 -
AT20GJ220920-233155 332.334 -23.532 314 20 23 2 7.3 42
AT20GJ220958-064242 332.493 -6.712 54 3 <6 - <11.6 -
AT20GJ221016-503105 332.567 -50.518 51 3 <6 - <11.7 -
AT20GJ221021-454255 332.589 -45.715 75 4 8 2 10.8 -12
AT20GJ221021-321607 332.591 -32.269 53 3 <7 - <13.6 -
AT20GJ221032-550832 332.636 -55.142 64 3 <6 - <9.4 -
AT20GJ221124-132809 332.851 -13.469 837 40 22 3 2.7 63
AT20GJ221129-115042 332.872 -11.845 74 4 <8 - <11.0 -
AT20GJ221135-485053 332.897 -48.848 111 6 <11 - <9.7 -
AT20GJ221149-451930 332.958 -45.325 108 6 <10 - <8.9 -
AT20GJ221150-370705 332.961 -37.118 163 8 11 3 6.6 5
AT20GJ221213-411755 333.058 -41.299 85 4 <11 - <13.4 -
AT20GJ221220-251829 333.087 -25.308 71 5 <7 - <10.1 -
AT20GJ221302-252930 333.261 -25.492 799 52 13 2 1.6 -29
AT20GJ221304-115313 333.267 -11.887 55 3 <6 - <11.0 -
AT20GJ221314-101135 333.311 -10.193 57 3 <7 - <12.7 -
AT20GJ221334-633001 333.394 -63.500 316 15 <6 - <1.9 -
AT20GJ221337-324600 333.408 -32.767 41 2 <10 - <25.0 -
AT20GJ221354-055129 333.476 -5.858 52 3 <7 - <13.2 -
AT20GJ221418-400849 333.577 -40.147 164 6 <7 - <4.6 -
AT20GJ221422-170054 333.595 -17.015 115 3 <10 - <19.1 -
AT20GJ221433-031759 333.641 -3.300 49 3 <7 - <14.7 -
AT20GJ221438-383544 333.661 -38.596 426 21 <8 - <1.9 -
AT20GJ221439-140058 333.664 -14.016 94 5 <7 - <7.4 -
AT20GJ221446-252116 333.694 -25.355 88 6 <9 - <9.9 -
AT20GJ221506-110010 333.776 -11.003 52 3 <8 - <15.5 -
AT20GJ221516-294424 333.817 -29.740 218 14 <6 - <2.8 -
AT20GJ221528-081943 333.869 -8.329 45 3 <7 - <16.0 -
AT20GJ221545-660913 333.938 -66.154 129 6 6 1 4.9 -38
AT20GJ221600-280330 334.001 -28.058 50 3 <6 - <12.5 -
AT20GJ221608-605604 334.034 -60.934 48 3 <6 - <12.5 -
AT20GJ221621-542447 334.088 -54.413 48 3 <7 - <14.5 -
AT20GJ221624-523754 334.100 -52.632 82 4 <7 - <9.2 -
AT20GJ221642-563730 334.177 -56.625 64 3 <9 - <13.7 -
AT20GJ221655-452144 334.231 -45.362 143 6 <10 - <7.1 -
AT20GJ221702-190204 334.260 -19.035 142 9 <10 - <6.8 -
AT20GJ221745-023238 334.441 -2.544 103 5 <6 - <6.1 -
AT20GJ221746-704453 334.444 -70.748 319 16 10 2 3.0 7
AT20GJ221818-503841 334.579 -50.645 119 6 <8 - <6.8 -
AT20GJ221825-645435 334.607 -64.910 71 4 <6 - <8.4 -
AT20GJ221852-033536 334.717 -3.593 1726 86 55 2 3.2 84
AT20GJ221856-101743 334.737 -10.295 53 3 <6 - <11.3 -
AT20GJ221907-122139 334.781 -12.361 187 9 <6 - <3.2 -
AT20GJ221935-271903 334.898 -27.318 98 7 <8 - <8.6 -
AT20GJ221942-275627 334.928 -27.941 89 5 10 3 11.1 42
AT20GJ221943-525417 334.933 -52.905 90 5 <8 - <8.7 -
AT20GJ221947-005133 334.947 -0.859 102 5 <6 - <5.9 -
AT20GJ221952-633340 334.968 -63.561 75 4 <6 - <8.1 -
AT20GJ222222-025007 335.592 -2.835 102 5 <7 - <6.8 -
AT20GJ222225-151138 335.607 -15.194 41 3 <13 - <32.0 -
AT20GJ222236-210736 335.651 -21.127 104 7 <9 - <8.4 -
AT20GJ222256-114426 335.733 -11.741 67 3 <6 - <9.0 -
AT20GJ222306-345547 335.775 -34.930 283 14 <18 - <6.5 -
AT20GJ222321-341745 335.840 -34.296 61 2 - - - -
AT20GJ222321-313702 335.840 -31.617 568 15 - - - -
AT20GJ222328-501712 335.867 -50.287 96 5 <7 - <7.2 -
AT20GJ222329-061201 335.874 -6.200 71 4 <6 - <8.4 -
AT20GJ222352-021043 335.970 -2.179 60 3 12 2 19.3 -18
AT20GJ222407-112621 336.033 -11.439 336 17 7 2 2.0 76
AT20GJ222444-383132 336.183 -38.526 222 11 <11 - <5.1 -
AT20GJ222501-022430 336.257 -2.409 54 3 <6 - <11.0 -
AT20GJ222543-111340 336.432 -11.228 109 6 <6 - <5.5 -
AT20GJ222547-045701 336.447 -4.950 8318 407 190 7 2.3 16
AT20GJ222636-811043 336.654 -81.179 54 3 <6 - <11.2 -
AT20GJ222656-623751 336.737 -62.631 84 4 9 2 10.4 -71
AT20GJ222702-523327 336.762 -52.558 110 5 <7 - <8.0 -
AT20GJ222708-521950 336.785 -52.331 152 8 <7 - <4.9 -
AT20GJ222823-185000 337.099 -18.834 102 7 <11 - <10.3 -
AT20GJ222852-075346 337.219 -7.896 134 6 <6 - <4.5 -
AT20GJ222853-005424 337.223 -0.907 130 6 7 1 5.1 -40
AT20GJ222900-691029 337.251 -69.175 654 33 <7 - <1.0 -
AT20GJ222918-405132 337.328 -40.859 254 13 21 3 8.3 45
AT20GJ222940-083254 337.417 -8.548 3230 154 34 2 1.1 -6
AT20GJ222942-092734 337.427 -9.459 79 4 <6 - <7.6 -
AT20GJ223010-631043 337.543 -63.179 165 8 <6 - <3.6 -
AT20GJ223015-132543 337.563 -13.429 973 49 10 1 1.1 -33
AT20GJ223040-394252 337.668 -39.715 491 32 <8 - <1.6 -
AT20GJ223042-541515 337.678 -54.254 57 3 <6 - <10.5 -
AT20GJ223043-632926 337.681 -63.491 103 5 <6 - <5.8 -
AT20GJ223056-441629 337.735 -44.275 472 22 <12 - <2.5 -
AT20GJ223107-623120 337.783 -62.522 275 14 <6 - <2.2 -
AT20GJ223113-012832 337.808 -1.476 112 6 7 1 6.6 -46
AT20GJ223116-282140 337.818 -28.361 81 5 <6 - <7.4 -
AT20GJ223139-142223 337.915 -14.373 211 10 6 1 3.0 -77
AT20GJ223140-465951 337.920 -46.998 96 5 <10 - <10.4 -
AT20GJ223207-660931 338.030 -66.159 61 3 <7 - <10.8 -
AT20GJ223222-165902 338.095 -16.984 234 15 16 3 6.9 -86
AT20GJ223354-123034 338.479 -12.510 99 5 <6 - <6.1 -
AT20GJ223408-265644 338.535 -26.946 91 6 <6 - <6.6 -
AT20GJ223422-540551 338.595 -54.098 80 4 <8 - <9.7 -
AT20GJ223423-440052 338.596 -44.014 61 3 <6 - <9.8 -
AT20GJ223440-262219 338.671 -26.372 56 4 <6 - <10.7 -
AT20GJ223457-205503 338.740 -20.918 175 11 <6 - <3.4 -
AT20GJ223503-062300 338.763 -6.384 45 2 <6 - <13.3 -
AT20GJ223513-483558 338.805 -48.600 1994 93 <20 - <1.0 -
AT20GJ223513-212159 338.807 -21.366 44 3 <9 - <21.3 -
AT20GJ223520-225943 338.836 -22.995 64 4 <6 - <9.8 -
AT20GJ223554-362902 338.979 -36.484 314 16 <14 - <4.6 -
AT20GJ223556-182612 338.984 -18.437 121 8 <7 - <6.0 -
AT20GJ223609-170622 339.040 -17.106 277 18 20 3 7.3 74
AT20GJ223616-040619 339.070 -4.105 151 8 <6 - <4.0 -
AT20GJ223617-213142 339.074 -21.528 191 13 <6 - <3.1 -
AT20GJ223626-230927 339.110 -23.158 269 17 <6 - <2.2 -
AT20GJ223634-143322 339.142 -14.556 307 15 28 1 9.1 -57
AT20GJ223708-392137 339.284 -39.360 170 7 <7 - <3.9 -
AT20GJ223718-250632 339.327 -25.109 50 3 <6 - <12.0 -
AT20GJ223746-114547 339.445 -11.763 142 6 7 1 5.9 42
AT20GJ223800-241535 339.503 -24.260 57 4 <6 - <10.6 -
AT20GJ223809-821923 339.540 -82.323 75 4 <6 - <8.0 -
AT20GJ223814-140617 339.562 -14.105 51 3 <6 - <11.7 -
AT20GJ223825-511416 339.606 -51.238 54 3 <8 - <14.3 -
AT20GJ223831-173118 339.631 -17.522 57 4 <11 - <18.8 -
AT20GJ223859-173406 339.746 -17.568 65 4 <13 - <20.7 -
AT20GJ223906-552559 339.775 -55.433 152 8 <10 - <6.3 -
AT20GJ223911-570101 339.800 -57.017 925 46 24 3 2.6 2
AT20GJ223923-215316 339.849 -21.888 128 8 <6 - <4.7 -
AT20GJ223931-360912 339.880 -36.153 64 2 - - - -
AT20GJ224013-083628 340.056 -8.608 150 8 <6 - <4.0 -
AT20GJ224018-523152 340.079 -52.531 55 3 <6 - <10.9 -
AT20GJ224025-104422 340.105 -10.739 93 5 <6 - <6.5 -
AT20GJ224025-120933 340.108 -12.159 97 5 <6 - <6.2 -
AT20GJ224045-362103 340.191 -36.351 61 3 <6 - <9.8 -
AT20GJ224103-182123 340.264 -18.357 99 7 <10 - <10.3 -
AT20GJ224111-244238 340.298 -24.711 46 3 <6 - <13.0 -
AT20GJ224120-371207 340.337 -37.202 67 2 - - - -
AT20GJ224148-355947 340.451 -35.997 384 19 <13 - <3.4 -
AT20GJ224150-101522 340.460 -10.256 68 4 <6 - <8.9 -
AT20GJ224153-805629 340.475 -80.942 52 3 <6 - <11.6 -
AT20GJ224205-724544 340.521 -72.762 55 2 <6 - <13.6 -
AT20GJ224223-604430 340.599 -60.742 66 4 <7 - <10.0 -
AT20GJ224236-420422 340.653 -42.073 118 6 <9 - <7.9 -
AT20GJ224251-294646 340.713 -29.780 77 5 <6 - <7.8 -
AT20GJ224307-584134 340.780 -58.693 71 4 7 2 9.7 -64
AT20GJ224307-625057 340.782 -62.849 235 12 <6 - <2.6 -
AT20GJ224308-060901 340.787 -6.151 177 9 <6 - <3.4 -
AT20GJ224326-393352 340.858 -39.565 65 4 <6 - <9.2 -
AT20GJ224326-254431 340.860 -25.742 646 41 25 2 3.9 -54
AT20GJ224353-565619 340.972 -56.939 142 7 <8 - <5.7 -
AT20GJ224405-024039 341.025 -2.678 82 4 <6 - <7.3 -
AT20GJ224417-253231 341.071 -25.542 62 4 <6 - <10.1 -
AT20GJ224500-493148 341.251 -49.530 97 5 <6 - <6.2 -
AT20GJ224506-433157 341.275 -43.533 85 4 <6 - <7.1 -
AT20GJ224529-595508 341.372 -59.919 71 3 <6 - <8.5 -
AT20GJ224536-063244 341.401 -6.546 90 5 <7 - <7.7 -
AT20GJ224549-075519 341.454 -7.922 69 3 <6 - <8.7 -
AT20GJ224559-173724 341.496 -17.623 43 3 <11 - <24.3 -
AT20GJ224611-030036 341.547 -3.010 160 8 <6 - <3.8 -
AT20GJ224616-560746 341.569 -56.129 1052 52 56 3 5.4 59
AT20GJ224618-120650 341.576 -12.114 2724 127 36 3 1.3 -87
AT20GJ224703-365746 341.766 -36.963 938 62 <9 - <1.0 -
AT20GJ224707-540857 341.779 -54.149 56 3 <6 - <11.2 -
AT20GJ224741-443704 341.921 -44.618 77 4 <6 - <7.8 -
AT20GJ224752-123719 341.969 -12.622 643 32 <6 - <1.0 -
AT20GJ224754-235559 341.976 -23.933 151 10 <6 - <4.0 -
AT20GJ224800-054117 342.000 -5.688 164 8 <6 - <3.7 -
AT20GJ224801-015742 342.005 -1.962 115 6 <6 - <5.2 -
AT20GJ224828-293138 342.119 -29.527 120 8 <6 - <5.0 -
AT20GJ224835-593359 342.149 -59.566 57 3 <9 - <15.9 -
AT20GJ224838-323552 342.161 -32.598 1466 96 <15 - <1.0 -
AT20GJ224843-745306 342.182 -74.885 58 3 <6 - <10.3 -
AT20GJ224919-303911 342.329 -30.653 214 6 - - - -
AT20GJ224959-125116 342.498 -12.855 94 5 <6 - <6.4 -
AT20GJ225005-394719 342.522 -39.789 86 4 <6 - <6.9 -
AT20GJ225022-420613 342.593 -42.104 82 4 <6 - <7.4 -
AT20GJ225044-280639 342.685 -28.111 524 34 41 1 7.8 -44
AT20GJ225053-120454 342.724 -12.082 90 5 <7 - <7.7 -
AT20GJ225119-382707 342.829 -38.452 113 6 <13 - <11.7 -
AT20GJ225131-184807 342.881 -18.802 94 6 10 3 10.6 26
AT20GJ225137-545306 342.906 -54.885 62 3 <6 - <9.6 -
AT20GJ225138-580106 342.910 -58.018 79 4 <9 - <11.4 -
AT20GJ225228-204731 343.120 -20.792 78 5 <6 - <7.7 -
AT20GJ225304-405748 343.267 -40.964 212 8 <9 - <6.1 -
AT20GJ225336-345529 343.401 -34.925 57 2 - - - -
AT20GJ225359-502516 343.498 -50.421 60 3 <6 - <10.0 -
AT20GJ225423-514844 343.596 -51.812 56 3 <6 - <10.8 -
AT20GJ225436-413939 343.653 -41.661 116 6 <11 - <9.6 -
AT20GJ225456-592600 343.737 -59.433 180 9 <9 - <4.8 -
AT20GJ225459-391300 343.750 -39.217 56 2 - - - -
AT20GJ225504-084403 343.768 -8.734 246 12 <6 - <2.4 -
AT20GJ225549-524543 343.958 -52.762 247 12 13 2 5.3 42
AT20GJ225558-103922 343.992 -10.656 95 5 <6 - <6.3 -
AT20GJ225600-273557 344.001 -27.599 150 10 7 1 4.4 -40
AT20GJ225608-711538 344.037 -71.261 68 3 <6 - <8.8 -
AT20GJ225624-653325 344.104 -65.557 104 5 <6 - <5.8 -
AT20GJ225641-201141 344.172 -20.195 996 65 22 2 2.2 78
AT20GJ225645-124955 344.192 -12.832 181 9 8 2 4.2 1
AT20GJ225647-515840 344.198 -51.978 157 5 9 3 9.7 -51
AT20GJ225704-133646 344.269 -13.613 116 6 <6 - <5.2 -
AT20GJ225710-362744 344.294 -36.462 554 28 <17 - <3.0 -
AT20GJ225715-182655 344.315 -18.449 67 4 <8 - <12.5 -
AT20GJ225740-243732 344.418 -24.626 88 6 <6 - <6.8 -
AT20GJ225805-275821 344.525 -27.973 2044 133 26 2 1.3 -67
AT20GJ225831-701439 344.632 -70.244 230 11 <6 - <2.6 -
AT20GJ225835-061946 344.648 -6.330 67 3 <6 - <9.0 -
